Person_ID,Name,Age,Gender,Sexual_Orientation,Era,Relationship_Start_Date,Relationship_End_Date,Relationship_Duration,Relationship_Type,Commitment_Level,Breakup_Reason,Conflict_Frequency,First_Fight_Topic,Last_Text_Exchanged,Mutual_Breakup,Closure_Given,Rebound_After_Days,Avg_Texts_Per_Day,First_Message,Sweet_Terms_Used,Ghosting_Days_Count,Longest_Conversation,Streak_Days,Deleted_Texts_Count,Mood_Before,Mood_During,Mood_After,Trust_Score,Emotional_Dependency_Score,Regret_Level,Self_Esteem_After,Lessons_Learned,Playlist_Shared,Theme_Song,Photos_Shared_Count,Places_Visited_Together,Anniversary_Celebrated,Memory_Value_Score,Love_Growth_Trend,Attachment_Style,Breakup_Recovery_Days,Communication_Style,Emotional_Intensity,Compatibility_Score
234,Ryan,33,Male,Pansexual,Modern,2007-10-14,2008-03-30,168 days,Flings,Engaged,Mental health problems,Low,Money,Score less official.,No,Yes,145,31,Physical onto personal small father over get.,7,23,103,26,17,Heartbroken,Confident,Bitter,4,9,4,Higher,Communication is key,No,Someone Like You,7,2,Yes,2,Decline,Secure,270,Passive,8,6
235,Crystal,31,Female,Asexual,Modern,2013-04-13,2013-08-31,140 days,Flings,Casual,Infatuation fade,High,Communication,Her meeting off treat box hot.,Yes,No,39,2,Culture decide guess focus entire until win power.,6,9,93,17,20,Excited,Hopeful,Confident,3,8,6,Lower,Be yourself,No,Perfect,3,12,Yes,4,Gradual,Anxious,110,Avoidant,7,6
236,Antonio,42,Other,Homosexual,Modern,2021-11-23,2024-01-28,796 days,Situationship,Engaged,Mismatch of values,High,Future plans,Career difference life evidence true during free store owner management travel among.,Yes,No,42,24,Million newspaper drive do despite notice buy worry.,42,12,115,27,18,Bitter,Heartbroken,Resigned,4,8,1,Same,Trust actions not words,Yes,Perfect,82,9,Yes,10,Decline,Secure,41,Open,3,4
237,Darryl,32,Male,Heterosexual,Modern,2018-06-08,2019-09-28,477 days,Long-distance,Serious,Long distance strain,Medium,Family interference,Sort story party south threat fly report anyone.,No,Yes,142,37,Ever turn exist development environment a college tax evening rule do identify.,12,22,154,3,2,Hopeful,Excited,Hopeful,4,2,7,Higher,Choose wisely,Yes,Someone Like You,79,1,Yes,6,Early spike,Secure,156,Open,7,4
238,Jordan,21,Non-binary,Asexual,Modern,2001-11-21,2003-08-16,633 days,Long-term,Undefined,Financial problems,High,Social media use,Partner leave push result scene several buy sometimes hospital scene message a.,No,Yes,173,5,Education just indicate site.,38,25,51,58,16,Resigned,Excited,Resigned,7,8,8,Higher,Trust actions not words,Yes,Let Her Go,1,17,No,9,Gradual,Anxious,296,Avoidant,4,1
239,Jeffery,23,Other,Bisexual,Modern,2007-01-04,2008-01-23,384 days,Long-distance,Serious,Long distance strain,High,Social media use,Place run if interview quickly entire design personal never test fight beautiful hundred beyond.,Yes,No,120,19,Visit practice treat yet five rich least trade risk result north.,28,8,7,24,10,Resigned,Joyful,Bitter,4,5,10,Lower,Choose wisely,No,All of Me,17,18,No,6,Gradual,Avoidant,111,Passive,5,3
240,Michael,30,Non-binary,Heterosexual,Modern,2008-11-13,2010-10-01,687 days,Casual,Casual,Financial problems,Medium,Trust,Front perhaps same but reach discuss take heavy body catch never event audience.,Yes,Yes,174,25,Follow pretty source to quickly stock energy.,1,13,157,45,19,Hopeful,Resigned,Joyful,9,6,4,Same,Love is not enough,Yes,Perfect,87,10,Yes,6,Early spike,Anxious,150,Passive,10,9
241,Brittany,21,Other,Asexual,Past,2016-09-05,2018-05-08,610 days,Long-distance,Engaged,Financial problems,Low,Priorities,Summer six candidate role vote any.,Yes,No,74,48,Recognize future about rise like industry investment very want whether home total order explain.,3,9,156,30,13,Shy,Calm,Numb,1,9,9,Higher,Value your time,Yes,Stay With Me,45,6,No,10,Gradual,Secure,220,Open,3,9
242,Anthony,35,Female,Heterosexual,Modern,2008-12-06,2009-08-14,251 days,Flings,Serious,Infatuation fade,Low,Future plans,Democrat four back common.,No,Yes,173,44,General wall agree so each system executive.,9,20,111,28,12,Hopeful,Hopeful,Joyful,5,7,2,Higher,Value your time,No,All of Me,11,17,Yes,4,Gradual,Secure,79,Avoidant,6,2
243,Mark,30,Female,Asexual,Modern,2001-09-30,2002-08-02,306 days,Casual,Casual,Moved away,Medium,Social media use,Mean serious case police between that people heavy sort.,Yes,Yes,2,40,Hold case affect force professor east most relate natural city mother allow let.,48,5,32,40,9,Heartbroken,Resigned,Hopeful,8,7,10,Same,Value your time,No,Perfect,90,1,No,1,Gradual,Anxious,157,Open,5,9
244,Jennifer,32,Male,Bisexual,Past,2020-01-02,2021-11-17,685 days,Flings,Serious,Third-party interference,Low,Communication,Reveal visit show vote base thousand ground little.,No,Yes,168,11,Indeed stuff physical above firm camera unit difficult suddenly lawyer.,6,11,10,28,10,Bitter,Resigned,Calm,10,7,4,Same,Self-love matters,No,Let Her Go,94,13,Yes,1,Gradual,Secure,169,Passive,7,10
245,Kimberly,33,Female,Asexual,Modern,2009-07-18,2010-10-13,452 days,Long-distance,Serious,Addiction issues,Medium,Time management,Ball recently person over dinner.,Yes,No,114,15,Include federal different yet right.,34,20,60,21,9,Joyful,Shy,Shy,9,1,8,Lower,Self-love matters,No,Perfect,16,1,Yes,3,Gradual,Avoidant,158,Avoidant,9,10
246,Peter,26,Male,Heterosexual,Modern,2005-02-17,2006-11-24,645 days,Casual,Undefined,Ghosting,Low,Trust,Offer fear weight order none send allow painting team me phone institution certain buy.,No,No,50,6,Contain any cup imagine rule.,35,26,52,18,7,Resigned,Heartbroken,Shy,7,2,6,Same,Love is not enough,Yes,Thinking Out Loud,85,8,Yes,9,Gradual,Secure,218,Avoidant,6,3
247,Brooke,35,Non-binary,Asexual,Past,2020-05-21,2022-03-10,658 days,Long-distance,Casual,Mismatch of values,High,Future plans,Life head discuss book black food theory represent meeting artist.,No,No,52,49,Economic suggest building yes instead tell will reduce.,46,30,129,52,10,Resigned,Calm,Joyful,1,7,7,Lower,Learn to forgive,Yes,Blinding Lights,62,19,Yes,1,Gradual,Anxious,340,Open,9,2
248,Isabella,20,Other,Heterosexual,Modern,2002-10-09,2003-10-08,364 days,Situationship,Engaged,Mismatch of values,Low,Time management,Of identify again those direction card many civil city.,No,No,46,25,Process week discussion assume throughout.,24,5,139,15,17,Shy,Resigned,Hopeful,4,6,2,Same,Value your time,No,Thinking Out Loud,41,11,No,6,Early spike,Avoidant,50,Passive,3,2
249,Jack,18,Male,Homosexual,Modern,2000-10-02,2003-02-23,874 days,Long-distance,Undefined,Different life goals,Medium,Communication,Yard recently bring least cultural animal set success do company for election most mean official necessary tell recently.,Yes,No,69,14,Pattern born cover myself across authority him dream easy movie great many often key participant.,29,12,64,60,17,Hopeful,Hopeful,Shy,9,7,10,Same,Be honest,No,Shape of You,40,18,No,9,Decline,Anxious,343,Avoidant,9,8
250,Teresa,35,Other,Homosexual,Modern,2021-10-17,2021-11-25,39 days,Flings,Undefined,Emotional unavailability,Medium,Money,Your serve analysis later decade adult over.,Yes,Yes,30,92,Truth official camera relationship opportunity us.,19,18,29,13,20,Joyful,Hopeful,Bitter,5,9,1,Higher,Be yourself,No,Say You Won't Let Go,10,10,Yes,4,Early spike,Anxious,13,Passive,4,5
251,Michael,24,Other,Pansexual,Modern,2009-11-14,2011-05-01,533 days,Situationship,Casual,Emotional unavailability,Low,Trust,Themselves media letter.,Yes,Yes,55,37,Set approach notice middle election manage cost have box boy gun.,3,2,49,19,8,Confident,Shy,Joyful,9,8,5,Same,Self-love matters,Yes,Perfect,12,19,No,3,Decline,Anxious,62,Passive,4,3
252,Deanna,43,Female,Homosexual,Modern,2019-12-09,2021-06-05,544 days,Situationship,Engaged,Moved away,Low,Future plans,Information issue foot again design view paper letter however one toward choose board certain.,Yes,No,151,77,Data source somebody wall what always environmental artist believe region stuff share some research protect.,12,0,119,25,18,Excited,Resigned,Shy,1,8,1,Higher,Set boundaries,No,Shape of You,38,4,No,1,Decline,Anxious,287,Open,10,9
253,Timothy,27,Female,Heterosexual,Past,2011-07-05,2012-02-23,233 days,Long-term,Serious,Long distance strain,Medium,Trust,Human part subject direction move once mention across else.,No,Yes,84,63,Weight affect difficult any throw development Mrs early.,48,29,167,59,20,Calm,Joyful,Excited,2,7,7,Higher,Communication is key,No,Thinking Out Loud,2,17,Yes,4,Early spike,Secure,365,Open,4,8
254,Ryan,36,Non-binary,Bisexual,Modern,2022-10-03,2025-01-10,830 days,Casual,Undefined,Career priorities,High,Jealousy,Offer common national scientist early design work military.,No,No,153,99,Different go should billion knowledge test president growth offer apply.,5,7,34,38,2,Joyful,Hopeful,Hopeful,2,10,3,Lower,Self-love matters,Yes,Blinding Lights,5,14,Yes,6,Early spike,Secure,147,Passive,2,1
255,Joseph,30,Non-binary,Asexual,Past,2012-09-12,2012-10-30,48 days,Flings,Serious,Lack of communication,Low,Future plans,Fall opportunity effort focus consider sign responsibility analysis sure chair various pick blue maybe loss positive good.,No,No,28,42,Scientist court not game figure attention send staff degree school voice rock officer.,46,11,37,55,16,Joyful,Confident,Calm,9,7,10,Same,Set boundaries,No,Thinking Out Loud,68,13,No,7,Gradual,Anxious,53,Open,8,1
256,Christina,24,Female,Bisexual,Modern,2003-12-20,2005-05-31,528 days,Casual,Engaged,Moved away,High,Social media use,Think past cover important maybe stop raise wonder parent.,Yes,Yes,179,85,Enjoy wait practice shoulder rich relate large work so brother.,27,18,131,6,17,Calm,Numb,Resigned,4,3,4,Higher,Be honest,No,Perfect,76,13,Yes,5,Early spike,Secure,313,Open,9,9
257,Mary,32,Other,Bisexual,Modern,2019-05-27,2020-05-20,359 days,Long-distance,Serious,Financial problems,Low,Family interference,Never fact scene available drop interesting paper fire concern.,Yes,No,75,25,Senior surface challenge could street call radio.,43,14,143,16,13,Heartbroken,Joyful,Excited,4,3,7,Lower,Trust actions not words,No,All of Me,10,9,No,3,Early spike,Anxious,109,Avoidant,2,7
258,Aaron,37,Female,Asexual,Modern,2021-03-13,2021-08-15,155 days,Situationship,Casual,Ghosting,High,Money,Less necessary artist central ask.,No,Yes,24,50,Summer bit last meet cup message owner just free example usually join evening method reality because professor.,11,7,30,59,6,Numb,Resigned,Heartbroken,7,4,9,Same,Trust actions not words,Yes,Say You Won't Let Go,5,10,Yes,5,Decline,Anxious,2,Passive,8,5
259,Megan,39,Other,Asexual,Past,2020-08-03,2022-11-03,822 days,Long-distance,Engaged,Career priorities,Low,Time management,Particularly clear exactly star keep.,Yes,No,58,69,Road marriage already identify drop pattern single represent consumer under glass power under apply.,17,24,19,14,4,Calm,Numb,Hopeful,1,2,3,Higher,Learn to forgive,No,Shape of You,17,17,Yes,9,Early spike,Avoidant,20,Passive,1,1
260,Linda,26,Male,Bisexual,Past,2017-11-18,2020-05-06,900 days,Long-term,Undefined,Moved away,Low,Family interference,First billion moment read base student very baby become oil trip fact building as likely present open.,No,Yes,48,99,Score weight kid of throughout debate staff these result.,9,11,49,11,20,Bitter,Shy,Numb,6,6,4,Higher,Self-love matters,No,Let Her Go,87,4,Yes,10,Early spike,Anxious,207,Avoidant,8,4
261,John,26,Female,Asexual,Modern,2000-04-17,2000-08-05,110 days,Casual,Engaged,Jealousy,High,Trust,Building through hospital political will tax do without right center.,No,Yes,172,17,Control our until.,32,2,168,30,7,Heartbroken,Shy,Calm,10,6,4,Same,Choose wisely,Yes,Perfect,57,8,Yes,6,Gradual,Anxious,215,Avoidant,2,10
262,Jessica,29,Other,Heterosexual,Past,2002-10-14,2004-11-14,762 days,Flings,Undefined,Emotional unavailability,Medium,Social media use,Yet tend strong.,Yes,No,111,98,Become sing attorney property simple most able best use.,42,9,35,20,8,Numb,Hopeful,Excited,2,10,2,Higher,Love is not enough,Yes,Blinding Lights,97,20,No,1,Gradual,Secure,317,Passive,2,10
263,Vanessa,43,Male,Bisexual,Past,2014-06-26,2015-08-08,408 days,Long-term,Serious,Family disapproval,High,Priorities,Cell must set parent task benefit base collection.,No,No,88,33,Outside ready structure impact accept give future region husband place.,24,17,110,53,17,Numb,Calm,Resigned,10,10,8,Same,Choose wisely,Yes,Blinding Lights,76,12,No,6,Decline,Secure,88,Passive,4,7
264,Michelle,43,Other,Homosexual,Modern,2013-09-12,2015-04-12,577 days,Situationship,Engaged,Emotional unavailability,Medium,Communication,Well I director central truth yet institution work anything require end base protect reach song.,No,No,83,35,Certain rock middle happy son table reach according close level.,1,12,146,3,1,Numb,Calm,Resigned,6,7,8,Higher,Communication is key,Yes,Blinding Lights,76,0,Yes,6,Early spike,Secure,36,Avoidant,10,4
265,Glenn,34,Other,Pansexual,Modern,2017-03-02,2017-11-24,267 days,Situationship,Serious,Family disapproval,Low,Career,Better foreign Republican attention commercial alone support sister traditional appear report method state agree.,Yes,No,52,73,Improve thank help authority decide get be defense same tree include standard be.,2,24,158,9,2,Resigned,Joyful,Hopeful,2,4,9,Higher,Communication is key,Yes,Thinking Out Loud,61,6,No,5,Gradual,Avoidant,148,Avoidant,6,1
266,Michael,43,Female,Homosexual,Modern,2002-01-16,2002-10-17,274 days,Situationship,Serious,Infatuation fade,High,Social media use,Daughter although or program set structure.,Yes,Yes,72,60,Medical where culture nice record reduce share best almost develop past recently road item positive.,21,6,177,18,19,Numb,Bitter,Calm,8,7,4,Same,Be yourself,No,Photograph,31,20,No,4,Early spike,Avoidant,304,Avoidant,4,4
267,Adam,33,Male,Pansexual,Modern,2021-02-16,2022-07-07,506 days,Casual,Undefined,Arguments and fights,Low,Trust,When sort assume affect radio movement politics sing pretty use.,Yes,No,66,2,Voice apply everything sister we worry door.,10,20,164,13,13,Hopeful,Excited,Calm,2,4,8,Same,Be honest,No,Photograph,72,2,No,1,Early spike,Anxious,179,Avoidant,3,4
268,William,30,Non-binary,Asexual,Modern,2010-11-07,2010-12-22,45 days,Long-term,Engaged,Career priorities,High,Trust,Almost look remember remember once admit mean.,No,No,82,95,Easy process key professional mouth morning body news land.,43,4,151,37,18,Shy,Calm,Joyful,6,5,6,Same,Learn to forgive,No,Photograph,67,5,No,7,Decline,Anxious,246,Avoidant,4,10
269,Nicole,28,Non-binary,Heterosexual,Modern,2012-09-02,2014-09-04,732 days,Casual,Undefined,Mental health problems,High,Future plans,Read have mind class us question energy fund get world.,No,Yes,144,71,Decade pay case her radio reach money either.,5,29,30,4,6,Heartbroken,Bitter,Hopeful,1,2,7,Higher,Value your time,Yes,Photograph,28,9,Yes,4,Gradual,Avoidant,323,Passive,7,6
270,Jason,42,Other,Asexual,Past,2016-04-24,2017-03-26,336 days,Casual,Engaged,Jealousy,High,Career,Civil indeed security method various billion explain almost thank before turn necessary air local like small.,Yes,Yes,55,32,Not above have inside question painting protect but care suddenly deal.,47,3,101,15,7,Excited,Bitter,Heartbroken,2,3,2,Higher,Communication is key,Yes,Stay With Me,76,6,Yes,8,Decline,Anxious,259,Open,8,6
271,Cassandra,35,Female,Heterosexual,Modern,2020-01-04,2022-02-13,771 days,Flings,Undefined,Ghosting,Medium,Communication,Forward likely already side situation.,Yes,Yes,64,13,Like after free crime clearly enter our manager find drug space speak cell around major.,45,1,33,34,15,Calm,Heartbroken,Confident,3,8,5,Same,Choose wisely,No,Thinking Out Loud,59,2,No,1,Early spike,Avoidant,331,Passive,2,9
272,Melinda,30,Other,Homosexual,Modern,2000-05-15,2002-02-22,648 days,Casual,Engaged,Loss of feelings,High,Career,Find sometimes mind process law sign.,No,Yes,24,54,Boy central trial voice pay trial consider live school green street for hold offer maybe.,24,0,35,30,15,Heartbroken,Resigned,Hopeful,10,10,7,Lower,Be yourself,No,Shape of You,17,18,Yes,10,Decline,Avoidant,156,Avoidant,9,4
273,Christina,36,Female,Homosexual,Modern,2023-01-29,2023-10-19,263 days,Situationship,Serious,Long distance strain,Medium,Future plans,Report situation mouth home meet understand system second politics.,No,Yes,115,69,Stop operation discover here ten employee almost new decision piece Republican.,19,11,32,60,11,Bitter,Resigned,Numb,7,9,6,Higher,Choose wisely,No,Say You Won't Let Go,10,9,No,6,Gradual,Avoidant,327,Avoidant,8,4
274,Andrew,18,Other,Heterosexual,Modern,2021-08-10,2021-12-02,114 days,Long-term,Engaged,Mental health problems,High,Future plans,Parent million tell analysis for me manage wonder lawyer water.,Yes,Yes,45,95,Prepare street official discuss direction represent goal force possible always fill late attack practice important.,40,10,75,51,2,Numb,Bitter,Joyful,3,2,1,Higher,Self-love matters,Yes,Thinking Out Loud,2,4,Yes,3,Decline,Secure,253,Open,6,7
275,Richard,37,Non-binary,Homosexual,Modern,2010-09-27,2011-11-23,422 days,Long-distance,Serious,Family disapproval,High,Future plans,American whether subject statement party PM parent figure never contain send decade production mention fight run executive free Democrat.,Yes,Yes,76,38,Serve across cell happen.,12,24,162,47,17,Resigned,Calm,Numb,4,5,1,Lower,Learn to forgive,Yes,Shape of You,19,8,No,1,Gradual,Anxious,17,Avoidant,9,2
276,Bradley,38,Other,Asexual,Modern,2010-10-15,2012-10-25,741 days,Flings,Engaged,Mismatch of values,Medium,Trust,Word able author ahead whether bed discover pass southern common page these appear camera practice.,Yes,No,10,32,Kid religious age quality gun financial truth series current.,42,11,48,4,2,Calm,Hopeful,Shy,3,2,2,Lower,Learn to forgive,Yes,Let Her Go,69,5,No,5,Gradual,Anxious,313,Avoidant,3,3
277,Steven,22,Female,Heterosexual,Modern,2008-12-30,2009-10-16,290 days,Situationship,Casual,Emotional unavailability,Low,Trust,Now yet state successful available cut ago least most might key brother suddenly leg magazine one political almost public.,No,No,103,49,Ground south four rock guess half.,48,23,107,50,13,Excited,Bitter,Calm,8,4,9,Same,Self-love matters,Yes,Someone Like You,72,16,Yes,4,Gradual,Avoidant,212,Passive,4,2
278,Scott,18,Male,Asexual,Modern,2010-08-11,2011-11-27,473 days,Situationship,Undefined,Jealousy,Medium,Money,Particularly before and air compare mission situation expect experience.,No,Yes,114,7,Save material plant hand art score game drop current election soldier.,3,22,150,19,13,Heartbroken,Resigned,Joyful,3,8,10,Same,Learn to forgive,No,Stay With Me,12,20,Yes,8,Decline,Anxious,91,Open,3,2
